TARGET,ID,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0,40160,0,0,0,0,17,0,143,14,0,0,5,9,34737,38929,19,0,0,5,7,0.89,0.73,0,0,0,0.41,0,0,0.56
0,40196,2,0,0,5,1,12,12,2,2,10,10,10,62982,70895,8,0,0,9,9,0.89,0.8,0,0,0,1,2,0,1
0,40220,0,0,0,4,1,1,189,9,0,2,3,10,41529,55430,14,3,1,3,6,0.75,0.61,1,1,6,0.56,1,1,0.3
0,40256,3,3,0,2,0,1,105,2,1,1,2,3,1043,2911,4,0,0,2,2,0.36,0.4,0,0,0,0.6,3,0,0.67
0,40300,0,0,0,0,8,8,114,16,0,0,1,6,19613,26230,8,3,1,1,2,0.75,0.23,2,2,4,0.46,2,3,0.17
0,40441,1,1,0,3,2,6,143,8,0,1,5,11,31825,49955,34,0,0,2,4,0.64,0.71,0,0,3,0.32,0,0,0.45
0,40538,1,0,0,2,3,4,153,14,0,0,2,9,20391,36468,15,0,0,3,4,0.56,0.67,1,0,1,0.6,0,0,0.22
0,40558,0,0,0,3,0,2,313,53,0,0,0,5,19607,23328,7,0,0,3,3,0.84,0.63,0,0,0,0.63,0,0,0
0,40640,0,0,0,0,,0,6,6,0,1,1,1,10947,11946,1,0,0,1,1,0.92,1,0,0,0,1,0,0,1
0,40643,0,0,0,0,15,2,139,15,0,0,3,7,18488,24598,15,1,0,2,3,0.75,0.5,0,0,1,0.44,0,0,0.43
1,40654,0,0,0,2,2,7,139,14,0,0,2,12,8336,29630,19,0,0,4,5,0.28,0.52,3,0,2,0.52,0,1,0.17
1,40689,0,0,0,3,1,2,99,20,0,0,3,8,14221,22324,14,1,0,3,4,0.64,0.67,0,0,2,0.53,0,0,0.38
1,40729,4,1,0,0,11,2,219,10,0,1,1,3,3416,13973,1,1,0,0,0,0.24,0,2,1,3,0.5,2,2,0.33
0,40730,0,0,0,0,12,1,136,7,0,3,3,6,22717,23705,10,0,0,4,5,0.96,0.73,0,0,0,0.55,0,0,0.5
0,40968,0,0,0,3,1,5,251,3,1,6,23,20,40611,107227,44,0,0,3,6,0.38,0.66,0,0,0,0.4,0,0,1.15
1,41098,5,5,0,8,1,10,294,3,1,4,9,9,54643,62295,28,0,0,4,6,0.88,0.45,2,0,4,0.27,3,1,1
1,41106,0,0,0,2,5,3,221,22,0,0,1,14,38617,53723,22,0,0,6,12,0.72,0.64,1,0,0,0.56,0,0,0.07
0,41149,0,0,0,4,1,1,93,7,0,2,3,7,9094,16292,10,0,0,3,4,0.56,0.45,2,1,3,0.64,1,2,0.43
1,41182,0,0,0,4,1,7,145,4,0,2,4,8,44544,48569,11,0,0,4,6,0.92,1,0,0,0,0.73,0,0,0.5
0,41194,0,0,0,1,1,12,150,22,0,0,3,5,10556,17596,15,2,1,2,2,0.6,0.18,3,2,4,0.29,2,4,0.6
0,41221,0,0,0,2,1,0,321,3,1,2,5,7,20789,27252,27,2,0,2,2,0.76,0.47,0,0,4,0.22,0,0,0.71
1,41383,2,2,0,9,0,4,353,9,0,1,3,10,18008,30920,18,0,0,5,6,0.58,0.45,2,0,2,0.5,2,1,0.3
0,41489,0,0,0,2,1,3,165,7,0,2,3,12,30833,45383,24,0,0,8,9,0.68,0.63,0,0,0,0.5,0,0,0.25
0,41572,1,0,0,5,1,2,113,2,1,3,3,5,2981,3292,2,2,2,3,3,0.91,0.4,0,2,2,1,2,2,0.6
0,41688,1,0,0,2,0,1,124,61,0,0,0,3,667,1167,2,1,0,2,2,0.57,0,0,3,3,1,3,3,0
0,41778,1,1,0,4,1,7,79,2,2,8,8,10,19311,26697,18,2,2,4,5,0.72,0.71,0,2,4,0.48,2,2,0.8
0,41782,0,0,0,1,1,9,69,9,0,5,10,4,32453,32742,8,0,0,3,3,0.99,0.67,0,0,0,0.33,0,0,2.5
0,41785,0,0,0,0,17,2,291,11,0,1,6,7,10597,15321,20,1,1,4,5,0.69,0.39,0,1,3,0.3,1,1,0.86
0,41831,3,3,0,6,1,10,84,4,0,2,3,3,10782,10871,5,0,0,3,3,0.99,0.8,0,0,0,0.6,2,0,1
0,41834,0,0,0,6,0,2,335,14,0,0,2,8,11257,16895,12,3,2,2,4,0.67,0.47,1,2,5,0.53,2,2,0.25
1,41962,0,0,0,2,1,3,120,10,0,1,2,8,41370,50001,12,0,0,4,5,0.83,0.75,0,0,0,0.67,0,0,0.25
0,41998,0,0,0,0,8,0,273,6,0,1,4,8,3089,14058,10,0,0,1,1,0.22,0.8,1,0,0,0.8,0,0,0.5
0,42016,0,0,0,1,3,0,133,21,0,0,1,7,10155,17507,7,0,0,1,3,0.58,0.86,2,0,1,1,0,1,0.14
0,42075,0,0,0,0,23,0,123,12,0,1,4,13,18497,31662,19,0,0,4,5,0.58,0.75,0,0,0,0.65,0,0,0.31
0,42115,0,0,0,1,1,1,232,7,0,1,6,23,17862,40589,31,0,0,2,6,0.44,0.71,0,0,1,0.68,0,0,0.26
0,42197,1,1,0,3,2,3,300,6,0,2,4,5,11986,25189,16,3,0,1,2,0.48,0.38,2,0,8,0.24,0,1,0.8
0,42246,1,1,0,0,,0,20,12,0,1,2,2,1063,1251,2,0,0,1,1,0.85,0.5,2,0,1,1,1,1,1
0,42269,0,0,0,0,22,0,189,22,0,0,1,12,31901,44260,18,0,0,5,8,0.72,0.94,0,0,0,0.67,0,0,0.08
0,42284,0,0,0,0,7,0,229,3,1,3,6,15,50432,71049,26,0,0,5,10,0.71,0.61,0,0,0,0.54,0,0,0.4
0,42348,1,0,0,21,0,39,75,6,0,4,7,7,34557,38711,11,2,0,4,4,0.89,0.79,0,0,2,0.5,0,0,1
0,42383,0,0,0,0,7,2,166,11,0,1,3,4,2172,3574,13,0,0,1,1,0.61,0.38,1,0,2,0.31,0,0,0.75
0,42447,1,1,0,0,7,1,89,7,0,3,3,3,7026,8968,11,0,0,1,3,0.78,0.27,0,0,0,0.27,0,0,1
0,42539,0,0,0,0,18,2,409,18,0,0,5,13,56886,89626,41,0,0,6,9,0.63,0.39,3,0,1,0.27,0,1,0.38
0,42585,0,0,0,0,,0,120,25,0,0,0,11,22430,50693,17,0,0,2,4,0.44,0.78,0,0,0,0.61,0,0,0
1,42741,5,5,0,0,12,3,11,11,0,1,1,1,,,1,0,0,,,,1,0,0,0,1,1,0,1
0,42767,0,0,0,0,,0,296,58,0,0,0,4,7854,21000,11,0,0,1,1,0.37,0.67,0,0,0,0.33,0,0,0
0,42838,0,0,0,12,0,8,208,5,0,2,5,6,15078,21740,21,1,0,2,5,0.69,0.54,0,0,3,0.23,0,0,0.83
0,42884,1,0,0,2,5,1,126,3,1,1,2,3,363,359,3,1,1,3,3,1.01,0.5,0,1,2,0.75,1,1,0.67
0,42901,0,0,0,0,21,0,372,4,0,1,6,7,26883,35861,13,3,0,2,5,0.75,0.59,0,0,4,0.41,0,0,0.86
0,42913,0,0,0,3,1,1,129,16,0,0,6,14,16601,44679,28,1,0,0,3,0.37,0.58,2,0,1,0.45,0,1,0.43
0,42923,0,0,0,0,22,1,129,6,0,2,5,10,21898,26601,25,0,0,5,6,0.82,0.56,0,0,0,0.37,0,0,0.5
0,42948,2,2,0,8,4,10,130,4,0,2,3,6,16634,31927,8,2,1,3,4,0.52,0.42,0,1,3,0.5,2,1,0.5
0,42970,3,0,0,9,0,7,129,31,0,0,0,2,190,593,1,3,2,0,0,0.32,0,2,2,4,0.5,2,3,0
0,43072,1,1,0,0,7,5,108,5,0,5,9,9,6370,15373,22,1,1,2,4,0.41,0.58,2,1,4,0.38,2,2,1
0,43078,1,1,0,1,4,5,213,12,0,1,8,13,44130,62820,19,0,0,4,6,0.7,0.9,1,0,0,0.65,1,0,0.62
0,43143,1,0,0,12,0,13,147,9,0,1,3,4,4576,10512,7,6,5,0,1,0.44,0.29,0,5,6,0.29,5,5,0.75
0,43152,2,0,0,0,7,0,138,1,1,3,3,3,15273,21488,4,0,0,1,2,0.71,0.5,0,0,0,0.5,0,0,1
0,43192,1,1,0,2,3,4,84,16,0,0,3,6,20217,20948,8,1,1,4,4,0.97,0.5,3,1,2,0.6,2,1,0.5
0,43266,1,1,0,0,,0,98,76,0,0,0,1,0,2000,4,0,0,,,0,0.25,0,0,0,0.25,0,0,0
1,43302,1,1,0,9,0,14,119,4,0,2,3,4,29971,48318,14,3,0,1,3,0.62,0.42,0,1,3,0.21,2,1,0.75
0,43345,0,0,0,0,9,2,339,3,1,3,8,8,5896,5941,10,0,0,6,7,0.99,0.73,0,0,0,0.73,0,0,1
0,43381,2,2,0,12,0,13,112,3,1,3,6,14,40474,44632,9,9,9,11,14,0.91,0.44,0,9,9,0.78,10,9,0.43
0,43400,4,4,0,0,11,4,117,5,0,2,6,10,21108,31671,24,0,0,7,8,0.67,0.67,0,0,0,0.42,3,0,0.6
0,43409,1,0,0,0,8,0,249,5,0,4,6,15,72416,85815,20,0,0,9,11,0.84,0.86,0,0,0,0.68,1,0,0.4
0,43422,6,5,0,10,0,11,89,2,1,1,1,1,626,1500,2,1,0,0,0,0.42,0,0,0,3,0.25,3,0,1
1,43423,0,0,0,6,0,8,174,3,1,4,9,18,85318,98293,24,1,0,13,15,0.87,0.61,3,0,1,0.64,0,1,0.5
0,43439,4,4,0,2,1,1,241,1,1,1,1,9,14526,16380,9,3,2,5,5,0.89,0.36,1,3,5,0.64,7,3,0.11
0,43444,2,2,0,3,2,2,153,20,0,0,1,1,0,0,3,1,0,,,0,0.5,0,0,2,0.25,1,0,1
1,43501,2,2,0,7,1,12,135,5,0,5,8,2,23215,24187,11,2,2,2,2,0.96,0.54,0,2,2,0.15,3,2,4
0,43605,1,1,0,0,10,1,64,9,0,3,5,7,52116,59846,12,0,0,4,4,0.87,0.85,0,0,0,0.54,0,0,0.71
0,43666,0,0,0,4,0,4,248,5,0,6,12,28,62477,105921,55,0,0,10,15,0.59,0.75,0,0,0,0.46,0,0,0.43
0,43702,0,0,0,4,1,6,158,3,1,2,9,10,33410,39459,24,0,0,4,8,0.85,0.5,0,0,1,0.38,0,0,0.9
1,43704,1,0,0,4,0,3,166,40,0,0,0,4,10814,10942,10,1,1,2,2,0.99,0.38,3,1,3,0.31,2,2,0
0,43713,0,0,0,4,3,5,144,3,1,6,11,12,47354,66981,21,0,0,5,6,0.71,0.74,0,0,2,0.52,0,0,0.92
0,43731,0,0,0,0,7,8,123,7,0,2,6,13,39199,62312,18,2,1,6,7,0.63,0.52,3,1,3,0.62,1,3,0.46
1,43851,0,0,0,5,1,22,187,3,1,4,6,10,43715,47006,19,4,1,6,7,0.93,0.31,3,3,6,0.38,3,4,0.6
0,43871,1,0,0,1,0,2,175,13,0,0,1,3,20357,19947,6,13,1,3,3,1.02,0,3,3,17,0.16,3,5,0.33
0,43875,0,0,0,5,0,7,95,9,0,2,7,11,29895,42927,15,0,0,6,6,0.7,0.71,0,0,0,0.65,0,0,0.64
0,43878,0,0,0,1,3,0,249,49,0,0,0,2,6032,8391,5,2,2,1,1,0.72,0.13,0,2,2,0.25,2,2,0
0,43883,0,0,0,1,1,1,151,2,2,7,8,16,16063,46283,25,0,0,3,5,0.35,0.59,3,0,0,0.59,0,0,0.5
0,43929,0,0,0,2,3,4,93,2,3,5,11,14,13404,32997,17,0,0,2,2,0.41,0.84,0,0,0,0.74,0,0,0.79
0,43961,3,0,0,0,11,0,328,4,0,1,3,6,14868,34936,9,0,0,1,1,0.43,0.45,1,0,1,0.55,0,0,0.5
0,43980,0,0,0,2,2,2,118,6,0,1,1,4,4797,4974,3,3,3,2,3,0.96,0.29,0,3,3,0.57,3,3,0.25
1,43982,0,0,0,1,4,3,299,6,0,3,5,16,31271,39791,33,0,0,6,10,0.79,0.51,3,0,1,0.46,0,0,0.31
1,43988,0,0,0,3,1,6,227,6,0,6,12,14,33465,43631,26,0,0,9,10,0.77,0.59,3,0,1,0.48,0,1,0.86
0,44003,7,0,0,1,4,1,330,6,0,1,1,12,6807,19857,12,12,9,3,3,0.34,0.28,0,10,13,0.48,10,10,0.08
0,44045,0,0,0,8,0,4,106,8,0,2,5,17,26550,54869,23,0,0,3,4,0.48,0.88,0,0,0,0.71,0,0,0.29
0,44071,4,3,0,4,1,6,75,6,0,4,5,8,4577,5789,13,1,1,2,3,0.79,0.67,0,1,4,0.53,3,1,0.63
0,44177,0,0,0,15,1,3,216,3,1,6,9,10,30522,69251,11,0,0,3,5,0.44,0.79,0,0,0,0.71,0,0,0.9
0,44263,0,0,0,0,,0,203,39,0,0,0,4,3323,10236,7,0,0,1,1,0.32,0.43,0,0,3,0.57,0,0,0
1,44361,0,0,0,3,1,2,213,24,0,0,1,6,7743,10849,7,0,0,3,3,0.71,0.11,3,0,3,0.67,0,0,0.17
0,44378,0,0,0,0,15,0,135,12,0,1,8,10,68326,89658,22,0,0,5,6,0.76,0.52,1,0,1,0.43,0,0,0.8
0,44466,1,1,0,1,1,1,232,10,0,1,8,26,72085,113879,34,0,0,7,12,0.63,0.68,0,0,1,0.65,1,0,0.31
1,44536,0,0,0,3,1,0,178,25,0,0,0,7,9372,17788,10,1,0,3,4,0.53,0.07,3,2,4,0.5,2,2,0
0,44571,0,0,0,2,1,3,177,13,0,0,4,10,15795,28140,11,0,0,1,3,0.56,0.82,0,0,0,0.91,0,0,0.4
1,44686,0,0,0,0,8,1,442,7,0,1,3,18,107958,134172,34,0,0,13,16,0.8,0.4,3,1,3,0.51,1,2,0.17
0,44744,0,0,0,0,,0,88,16,0,0,1,4,11583,22769,3,2,2,0,1,0.51,0.6,0,2,2,0.8,2,2,0.25
0,44754,10,7,0,8,1,3,137,4,0,1,5,6,26309,41506,8,0,0,2,4,0.63,0.78,0,0,1,0.67,3,0,0.83
0,44792,0,0,0,8,0,18,136,5,0,2,4,9,20571,24835,23,7,3,7,8,0.83,0.39,0,3,12,0.29,3,3,0.44
0,44808,1,0,0,0,14,2,25,8,0,1,3,3,592,4790,4,0,0,0,1,0.12,1,0,0,0,0.75,1,0,1
0,44811,4,0,0,2,4,2,154,8,0,1,2,2,0,200,5,1,0,0,0,0,0.43,0,0,4,0.29,0,0,1
0,44833,5,1,0,4,3,4,334,13,0,0,1,6,16892,17878,14,4,0,3,3,0.94,0.45,0,0,5,0.3,1,0,0.17
0,44845,0,0,0,6,0,5,127,27,0,0,0,14,52458,76025,19,0,0,8,8,0.69,0.79,0,0,2,0.74,0,0,0
0,44850,1,1,0,4,0,3,118,10,0,1,2,2,14000,15508,3,0,0,1,1,0.9,1,0,0,0,0.67,0,0,1
0,44855,9,7,0,7,1,5,94,15,0,0,1,2,570,1110,1,4,1,1,1,0.51,0.17,0,3,4,0.33,9,3,0.5
1,44870,9,9,0,0,7,2,18,6,0,1,3,2,56845,57957,2,0,0,2,2,0.98,0.67,0,0,0,0.67,7,0,1.5
0,44878,0,0,0,0,10,0,137,10,0,1,2,11,19679,56371,19,0,0,1,1,0.35,0.62,0,0,0,0.52,0,0,0.18
0,44898,1,1,0,0,,0,249,32,0,0,0,4,6413,11397,8,1,0,0,2,0.56,0.56,0,0,1,0.44,0,0,0
1,45009,1,1,0,3,1,2,298,3,1,3,4,6,3715,4603,11,3,0,1,1,0.81,0.35,0,1,5,0.35,1,1,0.67
0,45106,0,0,0,8,1,7,68,8,0,3,4,6,14705,19535,10,0,0,2,4,0.75,0.54,0,0,0,0.46,0,0,0.67
0,45159,0,0,0,8,2,5,224,2,2,6,9,14,52649,72401,26,1,0,5,5,0.73,0.52,0,1,5,0.48,1,1,0.64
1,45228,0,0,0,10,1,3,72,11,0,1,1,5,3456,5206,2,7,4,1,3,0.66,0.22,0,4,7,0.56,4,4,0.2
0,45261,0,0,0,1,2,0,314,2,1,2,3,10,13728,22699,27,0,0,1,3,0.6,0.5,0,0,0,0.36,0,0,0.3
0,45275,1,1,0,0,,0,217,8,0,1,3,6,10356,13898,15,0,0,3,4,0.75,0.56,0,0,1,0.38,0,0,0.5
1,45303,1,0,0,3,0,2,107,4,0,1,2,4,24682,37267,6,3,1,1,2,0.66,0.09,3,1,5,0.36,1,1,0.5
1,45307,0,0,0,0,7,9,122,3,2,5,6,10,46295,68797,19,4,2,5,8,0.67,0.44,0,2,5,0.4,2,2,0.6
0,45391,0,0,0,0,13,1,277,4,0,3,4,11,37057,68295,17,0,0,3,6,0.54,0.67,0,0,0,0.61,0,0,0.36
0,45422,1,1,0,9,1,7,112,11,0,1,5,14,50580,67364,25,0,0,7,9,0.75,0.81,0,0,0,0.54,0,0,0.36
0,45446,0,0,0,0,,0,364,32,0,0,0,6,8416,24474,9,0,0,0,2,0.34,0.55,0,0,0,0.55,0,0,0
0,45478,0,0,0,3,0,3,85,19,0,0,1,10,25819,28235,17,0,0,6,7,0.91,0.67,0,0,0,0.56,0,0,0.1
0,45525,0,0,0,0,8,0,189,7,0,1,11,28,34909,81152,33,0,0,6,9,0.43,0.83,0,0,0,0.78,0,0,0.39
1,45559,0,0,0,0,20,1,112,20,0,0,1,5,6793,8806,10,0,0,1,1,0.77,0.36,2,0,1,0.45,0,1,0.2
0,45566,0,0,0,0,20,0,293,4,0,1,1,13,16051,21200,28,0,0,5,7,0.76,0.72,0,0,9,0.45,0,0,0.08
0,45577,0,0,0,1,3,0,44,44,0,0,0,1,,,1,0,0,,,,1,0,0,0,1,0,0,0
0,45633,0,0,0,4,0,4,239,2,1,2,2,2,453,529,2,2,1,2,2,0.86,0.4,0,1,3,0.4,1,1,1
0,45643,4,0,0,1,4,2,152,3,1,9,9,12,18740,51780,13,1,0,2,3,0.36,0.65,0,1,1,0.6,1,1,0.75
1,45702,0,0,0,3,0,3,107,2,1,3,8,13,16363,40286,19,0,0,1,3,0.41,0.76,0,0,0,0.62,0,0,0.62
0,45706,2,0,0,3,2,1,282,5,0,1,4,17,64444,110089,30,0,0,4,7,0.59,0.63,0,0,1,0.57,0,0,0.24
1,45839,2,2,0,5,1,8,235,10,0,1,1,12,16663,20925,19,2,1,5,5,0.8,0.18,3,2,5,0.43,3,5,0.08
0,45840,4,4,0,3,1,2,115,115,0,0,0,2,5355,11800,2,0,0,0,0,0.45,1,0,0,0,1,3,0,0
1,45852,6,0,0,3,3,6,109,5,0,5,6,6,24920,27904,7,2,2,4,5,0.89,0.55,0,3,3,0.55,8,3,1
0,45854,0,0,0,2,1,1,43,28,0,0,0,2,0,0,2,1,1,,,0,0.67,0,1,1,0.67,1,1,0
0,45891,0,0,0,1,3,1,65,4,0,2,3,8,22593,41447,7,0,0,2,3,0.55,0.42,3,0,0,0.67,0,0,0.38
1,45997,1,1,0,2,0,3,74,19,0,0,1,9,10181,12193,9,1,0,7,8,0.84,0.9,0,0,1,0.9,1,0,0.11
0,46060,0,0,0,0,12,0,80,11,0,2,4,9,21632,35037,15,0,0,3,4,0.62,0.69,0,0,0,0.56,0,0,0.44
0,46273,0,0,0,0,8,1,323,19,0,0,1,4,15029,29502,9,0,0,1,1,0.51,0.44,1,0,0,0.44,0,0,0.25
0,46275,0,0,0,3,5,2,80,3,1,5,9,12,9323,14904,11,0,0,2,5,0.63,0.79,0,0,1,0.86,0,0,0.75
0,46369,1,0,0,3,2,3,129,9,0,1,1,2,1219,1210,8,0,0,1,1,1.01,0.25,0,0,1,0.25,0,0,0.5
0,46471,1,0,0,8,1,1,178,6,0,2,8,16,62733,67095,21,0,0,13,13,0.94,0.76,0,0,0,0.76,0,0,0.5
0,46507,0,0,0,2,1,5,141,2,2,4,7,7,6421,7233,21,2,0,3,3,0.89,0.38,2,1,4,0.27,1,2,1
0,46528,4,2,0,3,3,3,259,3,1,1,1,1,20934,21289,0,0,0,1,1,0.98,0,0,0,1,0.5,3,0,1
1,46578,0,0,0,0,,0,273,3,1,1,1,5,2393,2393,3,5,5,3,3,1,0.13,0,5,5,0.63,5,5,0.2
0,46612,13,10,0,0,9,0,217,73,0,0,0,1,0,0,4,1,0,0,0,0,0,2,0,2,0.2,3,1,0
0,46630,0,0,0,1,1,5,243,7,0,2,6,12,37493,49095,19,0,0,6,8,0.76,0.36,3,0,1,0.55,0,0,0.5
0,46740,0,0,0,2,1,1,125,4,0,3,4,5,10837,17136,16,0,0,2,2,0.63,0.76,0,0,1,0.29,0,0,0.8
0,46803,0,0,0,2,1,0,133,2,2,4,8,11,22774,27185,19,0,0,4,5,0.84,0.42,0,0,0,0.42,0,0,0.73
0,46899,4,1,0,5,4,5,45,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,1,0
0,47034,2,2,0,3,0,3,85,13,0,0,1,2,12933,15920,2,0,0,1,1,0.81,0.5,0,0,0,1,2,0,0.5
0,47062,0,0,0,1,3,0,348,32,0,0,0,6,15547,20649,11,0,0,3,4,0.75,0.33,3,1,2,0.5,1,2,0
1,47114,1,1,0,4,0,3,402,2,1,3,3,3,796,1296,2,2,1,1,1,0.61,0,3,2,5,0.43,2,4,1
0,47178,2,2,0,2,2,4,70,21,0,0,1,3,395,1355,4,2,2,2,2,0.29,0.33,0,3,3,0.5,3,3,0.33
0,47184,1,0,0,2,1,1,277,38,0,0,0,7,10698,32662,11,0,0,0,1,0.33,0.67,0,0,0,0.58,0,0,0
0,47203,0,0,0,0,24,0,190,19,0,0,3,7,80,37824,19,0,0,0,0,0,0.79,0,0,0,0.37,0,0,0.43
0,47212,0,0,0,5,0,8,65,3,1,3,9,8,36786,36492,13,0,0,6,6,1.01,0.5,0,0,0,0.44,0,0,1.13
0,47312,0,0,0,4,1,1,144,8,0,1,1,2,7461,9585,6,2,1,1,1,0.78,0.11,1,1,5,0.22,1,1,0.5
0,47333,0,0,0,3,1,2,140,2,1,1,1,9,28032,67143,20,4,3,4,5,0.42,0.18,0,4,5,0.27,4,4,0.11
1,47444,0,0,0,2,1,2,48,5,0,3,6,4,2232,4309,6,1,0,1,1,0.52,0.22,3,0,2,0.44,0,2,1.5
0,47505,0,0,0,0,,0,44,21,0,0,2,6,4397,6408,6,0,0,3,3,0.69,0.67,0,1,1,1,1,1,0.33
0,47519,0,0,0,2,0,2,160,6,0,2,3,5,7432,11059,16,2,0,2,3,0.67,0.24,3,1,3,0.24,1,1,0.6
0,47652,0,0,0,1,2,0,155,6,0,3,5,8,11267,13489,11,0,0,4,5,0.84,0.69,0,0,0,0.62,0,0,0.63
0,47690,1,1,0,1,5,0,108,7,0,2,3,8,10965,15412,20,0,0,4,4,0.71,0.36,2,1,2,0.32,1,2,0.38
0,47700,5,5,0,6,1,4,58,3,2,4,7,4,14673,16157,9,0,0,4,4,0.91,0.54,0,0,0,0.31,4,0,1.75
0,47728,2,2,0,18,0,10,141,2,1,2,3,3,384,651,4,1,0,0,1,0.59,0.25,0,0,1,0.38,2,0,1
0,47733,0,0,0,1,1,1,147,14,0,0,3,8,30416,43351,19,0,0,3,3,0.7,0.38,3,1,6,0.38,1,3,0.38
0,47772,0,0,0,0,,0,87,16,0,0,1,8,21276,30753,13,0,0,2,6,0.69,0.92,0,0,0,0.62,0,0,0.13
1,47796,1,1,0,18,0,11,234,2,1,1,3,3,1900,2577,15,2,0,1,3,0.74,0.14,3,1,5,0.14,1,1,1
0,47885,0,0,0,2,4,0,9,5,0,2,2,1,,,2,0,0,,,,1,0,0,0,0.5,0,0,2
0,47985,0,0,0,7,0,11,89,4,0,3,10,9,5378,8698,11,1,1,3,6,0.62,0.77,0,1,1,0.69,1,1,1.11
0,48016,3,0,0,0,9,1,88,2,1,2,10,7,22122,28417,26,0,0,3,6,0.78,0.44,0,0,1,0.22,0,0,1.43
0,48059,0,0,0,9,0,12,56,2,3,10,17,9,9726,12885,17,0,0,5,6,0.75,0.68,0,0,0,0.36,0,0,1.89
0,48258,0,0,0,0,16,1,364,8,0,1,3,8,27724,47674,16,0,0,2,2,0.58,0.63,0,0,0,0.5,0,0,0.38
0,48324,0,0,0,0,13,0,197,6,0,1,2,6,15891,27926,9,0,0,1,4,0.57,0.6,2,0,1,0.6,0,1,0.33
0,48428,0,0,0,3,1,1,150,11,0,1,2,11,19375,48949,12,0,0,3,3,0.4,0.69,0,0,0,0.69,0,0,0.18
0,48443,0,0,0,5,2,5,153,6,0,1,3,5,19337,23521,13,2,0,3,3,0.82,0.47,0,0,3,0.33,0,0,0.6
1,48475,0,0,0,10,1,29,138,2,4,14,25,18,27855,48123,30,2,0,14,15,0.58,0.47,2,2,3,0.4,2,3,1.39
0,48531,0,0,0,12,0,2,115,2,1,1,2,9,27794,32556,16,2,1,5,5,0.85,0.45,0,1,3,0.45,1,1,0.22
0,48549,1,1,0,0,22,1,105,6,0,2,4,7,12827,34280,16,0,0,1,3,0.37,0.5,0,0,2,0.44,0,0,0.57
0,48646,0,0,0,0,,0,108,93,0,0,0,0,0,0,3,0,0,,,0,0,0,0,0,0,0,0,0
0,48650,2,0,0,2,0,5,301,7,0,1,4,9,44145,48476,16,0,0,5,5,0.91,0.58,1,0,2,0.47,0,0,0.44
0,48682,0,0,0,4,1,3,208,7,0,4,11,20,16209,73744,37,0,0,3,3,0.22,0.72,0,0,0,0.51,0,0,0.55
0,48705,0,0,0,1,0,1,180,22,0,0,1,18,56673,66829,24,0,0,13,13,0.85,0.92,0,0,0,0.75,0,0,0.06
0,48726,12,10,0,2,1,3,146,3,1,1,2,2,7326,7465,3,1,1,2,2,0.98,0,0,1,2,0.33,1,1,1
0,48784,0,0,0,3,1,4,203,5,0,2,11,18,41760,72033,23,0,0,4,5,0.58,0.7,0,0,0,0.67,0,0,0.61
0,48798,3,2,0,2,1,9,165,8,0,2,5,5,14027,18774,12,3,2,2,3,0.75,0.44,3,2,6,0.28,3,4,1
0,48846,0,0,0,7,2,6,109,2,4,7,13,15,16173,36933,22,0,0,3,6,0.44,0.5,0,0,0,0.5,0,0,0.87
0,48885,0,0,0,0,,0,154,154,0,0,0,1,50,110,1,0,0,0,0,0.45,1,0,0,0,1,0,0,0
0,48928,0,0,0,0,17,2,329,17,0,0,2,6,244,14169,19,0,0,0,0,0.02,0.24,3,5,7,0.29,5,5,0.33
0,48962,0,0,0,12,1,9,156,6,0,1,4,7,26891,35200,18,0,0,4,5,0.76,0.5,0,0,0,0.39,0,0,0.57
0,48972,0,0,0,4,3,1,33,3,1,1,3,3,8591,11978,3,0,0,1,3,0.72,0.75,0,0,0,0.75,0,0,1
0,48991,1,1,0,1,0,1,128,9,0,1,1,5,4682,6020,11,3,0,1,2,0.78,0.53,0,0,6,0.33,1,0,0.2
0,49017,3,2,0,1,1,1,48,35,0,0,0,1,4928,5000,2,0,0,1,1,0.99,0.5,0,0,0,0.5,1,0,0
0,49062,2,1,0,2,1,0,73,2,1,7,10,13,42550,49297,20,0,0,6,9,0.86,0.67,2,1,2,0.62,1,2,0.77
0,49106,0,0,0,2,1,2,88,60,0,0,0,2,5137,5137,1,1,1,1,1,1,0.5,0,1,1,1,1,1,0
0,49117,0,0,0,2,1,1,100,3,1,7,11,12,33322,55353,18,0,0,5,5,0.6,0.67,0,0,0,0.57,0,0,0.92
0,49194,6,1,0,3,0,2,242,6,0,1,2,3,7512,14869,6,0,0,1,1,0.51,0.83,0,0,1,0.5,0,0,0.67
0,49199,0,0,0,1,5,0,327,35,0,0,0,9,18638,22255,9,0,0,6,7,0.84,0.89,0,0,0,1,0,0,0
0,49234,1,0,0,1,3,1,207,6,0,1,2,5,6216,6421,10,1,0,3,3,0.97,0.64,0,0,2,0.45,0,0,0.4
